text,label
 수사기관에 출석해서 사실 관계를 밝혀야 합니다 그렇구나 그럼 처벌이 되는 부분은 확인 해 봐야하는거죠 네 맞습니다 혹시 더 문의 사항 있으실까요 아니요 문의 사항 없습니다 감사합니다 감사합니다 이었습니다,0
반갑습니다 시민의 교육길잡이 입니다 무엇을 도와드릴까요 네 저희 아이가 내년이면 중학교에 입학을 하게 되거든요 요즘에 중학교를 어디로 가게 될지 걱정이 많대요 혹시 중학교 배정 방식에 대해 말씀해주실 수 있나요 네 아무래도 정든 친구들과 이별할 수 있으니 걱정이 많으리라 생각되네요 우선 이천이십일학년도 중학교 입학 업무 계획 기준으로 말씀드릴게요 일차 배정에서 학교별 입학정원의 오십퍼센트를 추첨 배정하구요 일순위 지망자 중에서 무작위로 추첨 배,0
반갑습니다 입니다 안녕하세요 궁금한 게 있어서 연락드립니다 네 무엇을 도와드릴까요 일과 외 운항 인허가와 신고업무의 절차좀 알 수 있을까요 네 문의하신 내용에 답변을 드리겠습니다 접수를 하시면 담당자가 검토를 하고요 결재를 하고 통보를 하는 순입니다 접수는 어떻게 하나요 항공기 운항 스케줄 원스탑 민원 시스템을 이용하시거나 팩스를 주로 이용합니다 네 감사합니다 많은 도움이 됐습니다 감사합니다 이었습니다,0
안녕하세요 무엇을 도와드릴까요 현금입출금기 설치 관련해서 절차를 여쭤보려고요 네 어떤 경우를 말씀하시는 건가요 공동주택 단지 내에 은행 현금입출금기 설치하고 싶은데요 혹시 어떤 용도로 설치하려는 걸까요 입주민들의 편의를 위해서입니다 금융기관에서 설치하는 현금입출금기는요 관리주체의 동의를 얻어 설치할 수 있습니다 그러면 관리주체의 동의를 먼저 얻어야겠네요 네 먼저 알아보시는 게 좋을 것 같아요 네 알려주셔서 감사합니다 더 궁금하신 점 있으면 으로,0
안녕하십니까 재정복지과 주무관 입니다 저는 학교 행정실에서 근무하는 공무원 입니다 그러시군요 제가 무엇을 도와드릴까요 졸업앨범 계약 업체와 증명사진 계약을 해도 됩니까 금액 예산이 천 만원 이하입니까 그렇습니다 대략 육백 만 원 정도 예상합니다 그러시군요 일 인 계약은 천 만 원 한도 내에 자유입니다 저희가 따로 보고해야 하는 서류가 없나요 추후 예산안에 적어주시면 됩니다 우선은 학교장의 판단에 따라 추진하시면 됩니다 그렇군요 저는 먼저 공지해,0
반갑습니다 상담사 입니다 조기진급이랑 조기졸업 관련해서요 궁금한게 있는데요 네 어떤 내용이 궁금하신가요 조기진급 조기졸업 요건이 어떻게 되나요 교과목별 조기이수 대상자로 우선 선정이 되어야 하구요 조기이수에 의하여 진급에 필요한 교육과정 모두 이수하면 됩니다 그럼 일 학년에서 삼 학년으로 진급하는 건가요 맞습니다 적용 학년은 학교 여건과 실정에 따라서 학교장이 결정합니다 그럼 조기졸업 요건은요 졸업에 필요한 교육과정 모두 이수하고 조기졸업을 원,0
아이들의 보건건강을 지키겠습니다 입니다 여기가 이 맞나요 그렇습니다 선생님 무엇을 도와드릴까요 다른게 아니라 학교 급식 운영이 달라져서요 선생님께서는 현재 영양사로 근무중 이신가요 아니요 전 학부모구요 이번에 위탁급식을 한다 해서요 운영형태는 어떻게 결정하나요 원칙적으로는 직영급식이 우선시됩니다 하지만 급식시설 공사 등 여건이 불가피하면요 위탁급식을 실시 할 수 있습니다 그냥 알아서 결정해버리면 되는건가요 위원회의 심의를 거쳐 결정합니다 알겠어,0
반갑습니다 입니다 안녕하세요 관제사들의 남여 비율은 어느정도 되나요 현재 인천항공 내 인천 에이 씨 시에서요 근무하는 현업 관제사는 이번년도 팔월 기준으로 총 팔십삼명입니다 비율을 알고 싶습니다 남여 비율은 오십오 대 사십오입니다 알겠습니다 도움이 되었습니다 감사합니다 이와 관련하여 보다 궁금한 사항이 있으시면 으로 연락주세요 예 수고하세요 감사합니다,0
 청구할 수 있는 권리예요 정보 접근에 국가의 간섭을 받지 않을 권리가 있습니다 또한 국가기관에 정보 공개를 요구하는 정보공개청구권도 포함돼요 친절한 안내 감사합니다 도움 많이 됐습니다 이와 같은 알권리는 헌법에 명시되어 있지 않아요 하지만 헌법학자 다수 및 헌법재판소에서는 기본권이라 말합니다 그렇군요 친절한 상담 감사합니다 답변 내용에 대한 추가 설명이 필요하신 경우에는 연락 주세요 이었습니다 즐거운 하루 보내세요,0
 더 없나요 국가유공자 등 예우 및 지원에 관한 법률 제 육조의 사에 따라서요 일급부터 삼급까지의 상이등급 판정을 받은 사람과 미성년자가 있습니다 알겠습니다 도움이 되었습니다 감사합니다 이와 관련하여 보다 궁금한 사항이 있으시면 으로 연락주세요 예 수고하세요 감사합니다,0
기분 좋은 하루 시작 상담원 입니다 수고하십니다 문의 좀 드릴 게 있어서요 무엇이든지 친절하게 안내해 드리겠습니다 외국인도 어업경영체를 등록할 수 있나요 외국인도 어업인이라면 등록이 가능합니다 그럼 외국인의 경우 어업경영체 등록 절차는 어떻게 되나요 내국인과 동일한 절차로 등록하면 됩니다 주민번호 대신 외국인등록번호를 기재하시면 돼요 잘 알겠습니다 친절한 상담 감사합니다 더 궁금하신 점은 없으십니까 아직은 없구요 더 궁금한 게 있으면 다시 연락,0
 근무 시간이 어떻게 되요 일 개월 이상 시간제 근무를 하게 되는데 격일 반일 시간제로 근무해요 알겠습니다 확인 감사합니다 감사합니다 상담사 였습니다,0
안녕하세요 입니다 수고하십니다 학교발전기금에 대해 문의드려요 반갑습니다 안내를 위해 자세한 문의 말씀해 주세요 학교발전기금 운용계획을 공개하나요 사본을 홈페이지 또는 가정통신문 등을 통하여 공개하여야 합니다 심의 의결 후 며칠 이내에 공개해야 하나요 심의 의결 후 십일 이내입니다 분량이 많아 게시 또는 발송이 곤란한 경우에는 어떻게 하나요 그럴 경우에는 요약서로 공개 가능합니다 친절하게 안내해 주셔서 감사합니다 감사합니다 이었습니다,0
반갑습니다 상담사 입니다 교육시설재난공제회 관련 문의사항이 있는데요 네 자세한 내용 말씀해 주시겠습니까 어떤 부분에 대해서 교육시설재난공제회에 가입을 하나요 학교에서 가입하는 부분이 궁금하시는 거죠 맞아요 가입 종류같은게 있나요 건물 공작물 물품 배상책임에 대하여 가입하고 있습니다 매년 가입을 하는 건가요 네 매년 가입 진행하고 있습니다 알겠습니다 확인 감사합니다 감사합니다 상담사 이었습니다,0
거 학생 본인의 배정결과 이외에는 개인 정보로 공개할 수 없습니다 전국 시도교육청 중 고입전형 결과를 공개하는 교육청은 없습니다 그렇군요 알려주셔서 감사합니다 감사합니다 상담사 이었습니다,0
늦게 받아 죄송합니다 입니다 한 가지 문의 사항이 있어서 전화드렸습니다 네 혹시 어떤 문의사항이신가요 귀화 사유의 병역감면 신청 절차를 알 수 있을까요 네 방문하실 겁니까 아니면 팩스나 우편 인터넷으로 하실 겁니까 방문으로 신청할 예정입니다 그러시면 지방병무청 병역판정검사과에서 접수하시면 되구요 가실 때 서류는 병역복무변경 면제신청서랑요 국적취득사실증명서 또는 기본증명서랑요 주민등록증 앞면 복사본 준비하시면 됩니다 네 그렇군요 안내 감사합니다 ,0
반갑습니다 입니다 안녕하세요 궁금한 게 있어서 연락드립니다 네 무엇을 도와드릴까요 공항 내에 건물을 짓고 싶은데요 규정과 절차에 대해 궁금합니다 네 문의 하신 내용에 답변을 드리겠습니다 시행허가 신청 실시계회 승인 신청 사업시행 준공확인 신청 순입니다 그러면 어디에 전화하면 되나요 네 으로 연락하시면 됩니다 네 감사합니다 많은 도움이 됐습니다 감사합니다 이었습니다,0
 이것만 알면 됩니다 궁금한 게 있으면 또 연락드릴게요 네 선생님 언제든 전화주세요 지금까지 상담원 이었습니다,0
안녕하세요 무엇을 도와드릴까요 비행계획서의 처리절차는 어떻게 되나요 우선 접수방법에 대해 알려드리자면요 네 접수방법 먼저 알려주셔도 돼요 전화 전문 모사전공 인편이고 공항항공정보실에서 출발 한 시간 전에 접수합니다 처리절차 및 흐름도도 궁금하거든요 우선 접수를 하면 담당자가 검토를 거치고 허가내용과 승인여부 탑승자 확인 등을 진행합니다 그 다음 절차도 알려주시겠어요 이후에는 처리하고 비행정보 단말기 에프디티를 입력합니다 네 알려주셔서 감사합니다,0
세계로 뻗어가는 의 상담원 입니다 수고하십니다 문의 좀 드릴 게 있어서요 무엇이든지 친절하게 안내해 드리겠습니다 수중레저사업 폐업 신고는 어떻게 하나요 폐업신고는 휴폐업 또는 재개업 신고서를 장에게 제출해야 합니다 신고 시 첨부해야 할 서류가 있을까요 기존에 발급받았던 수중레저사업 등록증을 꼭 첨부하셔야 합니다 잘 알겠습니다 상냥하게 알려 주셔서 감사합니다 추가로 더 궁금하신 점은 없으십니까 네 없습니다 좋은 하루 보내세요 행복한 하루 되세요 ,0
안녕하십니까 상담원 입니다 네 안녕하세요 제가 질문사항이 있어서 전화드렸습니다 예 여쭤보시고 싶은게 있으신가요 네 저희 아이가 내년에 초등학교에 입학을 할 나이가 되었는데요 현재 거주하고 있는 곳에서 취학 통지서를 발급받게 될 예정인데요 내년 초 이사 예정이라 취학 통지서가 나오기 전에 이사를 가야 하는건지 여쭤보려고요 현재 고객님 댁 이사하시는 시기가 내년 일월에서 이월 사이가 맞으실까요 네 내년 일월쯤 이사 예정입니다 어머님 크게 걱정 안하,0
까요 우선 피해학생과 가해학생을 철저히 분리해야 합니다 분리요 조치하도록 하겠습니다 비밀누설 금지와 이차 피해 방지 조치도 하셔야 해요 알겠습니다 안내 감사드려요 피해 학생의 안전이 우선이지요 였습니다,0
