text,label
애덜앙 나 너무 배불러서 배 아파 배 아프면 약국 가서 소화제라도 마시는 거 어때 얼마나 먹었다고 배가 아프데 떡볶이랑 튀김이랑 닭껍질튀김이랑 마카롱 먹었어 하긴 *이 배는 파리보다 작으니까 당연히 그만큼 먹어도 배부르지 아닌데 그냥 많이 먹은 거 같은데 그냥 나 뭐 사주기 싫어서 그런 거 같은데. 겨우 떡볶이랑 치킨이랑 튀김이랑 닭껍질튀김 가지고 그러면 어떡해 그마저도 내가 다 먹었는데 스테키 샐러드 마렵다 ㅠ 다이어트 겸 ㅎ 샐러드는 빼고 스테이크만 먹고 싶은데 그것도 다이어트 될까? 샐러드 진짜 하루 종일 먹어줄 수 있는데 샐러드는 하루 종일 먹어도 배고파 소도 풀만 먹는다. 샐러드라고 많이 먹어도 되는 건 아니야 그니까 하루 종일 먹을 수 있는 거지 하루 종일 배고프니까 요즘은 샐러드 엄청 비싸게 팔더라 샐러드? 그냥 산 가서 쑥 같은 거 좀 캐 가지고 드레싱 뿌리면 되는 거 아님? 풀때기 몇 개에 계란 하나 올려준 거 쿠팡에서 많이 나가긴 하던데 키키 샐러드 파는 가게 많잖아 거의 7천원 대야 도대체 샐러드를 왜 돈 주고 사 먹는 거야? 난 풀 취급 안 한다 샐러드 두 개 먹을 돈이면 치킨 한 마리 시켜 먹는다 너가 생각하는 그런 풀이 아닐 껄 나는 그 돈에서 조금 더 보태서 이마트 할인 소고기 먹을래 소고기 맛있지 만간 고기 파티 하자 이마트 대패 삼겹 존맛,0
아 얘들아 나 집들이 할 테니까 너네가 음식 사와라 집들이 지금 하고 있는 거 아니었나? 오늘 집들이 하자 메뉴는 뭐가 좋을까 내가 집들이 선물을 못 받았는데? 아 선물 안 받으면 집들이 안 한 거야? 키키 휴지 사감 선물은 우리 방문이면 충분하지 않음? 미쳐 가지고. 스스로의 존재가 그렇게 거대하다고 생각 하지마. 원룸 하나에 사람으로 꽉 차면 그게 집들이 선물이지 뭐 아 이사 가고 싶다 아 난 진짜 투룸 전세 집 가고 싶어 투룸 전세면 천안 기준 한 1억은 줄라나? 혼자 살면서 왠 투룸이야 비싸 그냥... 투룸 사는 게 내 꿈이야 난 방이 있었으면 좋겠어 신축은 많이 비싸긴 하더라구 원룸은 그냥 커다란 방 하나 임 원룸은 너무 문 열고 나가면 복도잖아. 집이라고 하기에는 애매해 그냥 방이랑 화장실 하나랑 나만 있으면 되지 뭔 걱정이야 너 미닫이 문 있으니까 방이지 하하 아니 그냥 내가 집으로 인정하기 싫다니까? 난 투룸 가고 싶다고. 생각보다 집이 좁진 않아서 다행이야 근데 한 5명까진 들어가잖아 지금 월세가 얼마 정도 하냐 우리 집은 관리비까지 40이고 우리 집에 아쉽게도 5인이 와본 적이 없어 관리비 포함 40이면 좀 아깝긴 해. 전세 가자 응원할게 5만원 더 주면 투룸 가능,0
응원은 돈으로 받아. 아 그리고 전세 집인데 투룸이어야 하고 교통편이 좋아야 하며 4000이하여야 해 교통편이면 버스가 많이 다니는 거야 도로가 넓은 거야 키키 그런 집은 존재하지 않아 원룸도 전세 3천함 나는 차도 없는데 도로가 넓은 게 무슨 소용... 그래도 넓은 도로 보면 속이 뻥 뚫리는 거 같지 않아? 키키 집 앞에 나왔는데 8차선 도로 어때 교통 좋네 교통 명소 그냥 내가 원하는 곳으로 가는 버스 한 대면 족해 그냥 천안ic옆에 집 짓는 게 낫겠다 시골도 버스 한 대는 있을걸 근데 그 한 대가 하루에 3개인 거지 아 내가 미안하다. 그냥 전세 집에 투룸에 나한테 차 공짜로 대여해주면서 전세금 4천 이하 세상... 차를 대여해줘도 운전을 못하니... 키키 면허도 없는데 차있어서 뭐하냐 내가 면허 없는 게 중요해? *이 베스트 드라이버야 나를 항상 옆에 끼고 다닐려면 하루 20정도씩 고정 지출될 텐데 그럼 같이 사는 거임? 그럼 차 있으면 베스트 하루? 그냥 나는 걸어 다닐게. 꼭 차를 타고 다녀야 하는 건 아니잖아? 자전거도 있어 자전거를 타고 다니느니 그냥 터미널 앞에서 버스 타고 천안 어디든 갈 거야 자전거 타고 통학 해봤는데 진짜 힘들어 그냥 출퇴근도 안하고 집에만 있을 테니까 돈만 고정적으로 들어왔으면 좋겠다 월 200씩 자전거는 운동 겸 타고 다니는 건데 *이는 운동도 싫어하는데 자전거를 어캐 타고 다녀 그니까 버스가 최고야 잠도 잘 수 있음 나 너네랑 얘기하기 싫어... 겁나 뭐라 하네 ㅠㅠ 비행기 타고 다닐게 그냥 사실 최고로 치면 택시가 최고 아닐까...? 택시는 비싸잖아 가성비 따져야지,0
그냥 차 주는 회사 취업할게 내가. 면허는 누가 따줄래? 차를 주는 회사가 아니라 집 옆 회사로 취업해... 인턴 마렵다 취업 하기 싫어 동기들은 인턴 하는데 난 아무것도 안 함 ㅠ 뿌엥 난 정말 알바 인생 언제 마무리하지 인턴보단 뭐든 정규직으로 들어가 일단 다들... 공단은 정규직 하려면 인턴 해야 돼 근데 공단에서 너 써준다 그래? 오 어디 사회 복지 그런데 가는 거야? 근로 했었음 무시 노노 아 맞아. 우리 엄마 산재 *가 해줌 아 진짜? 좋은 분이시네 친구 키키 접수 했었지 이름 넘 신세대이신 것 성함이라고 해주겠어? 우리 오마니이신 걸 그건 ㅇㅈ 근데 산재 처리하는 거 엄청 힘들다던데 산재 받기가 힘든 거 아니냐 증거만 확실하면 바로 처리돼 그럼 나 지금 일하고 있으니까 한 대만 때려주라. 동영상 찍고 있을게 ㅇㅎ 맞아 근데 회사에선 잘 안 해 줄려 하는 게 좀 빡쳐 보험료 오르니까 키키 근데 요즘엔 안 해주면 신고야 아 취업이나 하고 싶다. 병원비 제가 낼게요 취업 시켜주세요 많이 까다로워졌다 해서... 나도 다치면 너가 처리해 주냐 키키 나중에 취업하면 다쳐서 산재할래 보상금 줄까 하면 바로 산재 받아라 왜? 그게 그거 아니야? 보상금은 회사에서 불이익이 안 가잖아 키키 산재는 나중에 후유증 와도 요양 보험으로 넘어가는데 보상금은 그냥 일시금,0
"군인들은 산재 처리 되나? 엄청 많이 다치잖아 군인들은 나라사랑 카드 발급 받으면 최대 5000만원까지 보험 처리 되는데 죽어야 주는 걸로 알고 있음 키키 군인이 산재가 어딨냐 걍 국군병원 고고지 죽어야...? 진짜 나중에 아들 낳으면 꽁꽁 숨겨 놔야지 안되겠어 국군병원가서 그냥 다칠 거 평생 불구 되서 나오는 것보단 진짜 휴가 끊고 바로 민간 병원 가야 돼... 요즘 군대 좋아져서 죽진 않을걸, 아 국군병원 가면 잘 안 해줘 검사나 치료? 요즘도 군대에서 애들 많이 죽어... 장비 미숙지로 걍 만지다 터져 죽고 지뢰 밟아 다리 잘리고 자살하고... 엄청 많아 안 나올 뿐이지 뉴스에 난리 났대 국군은 의예과 나오긴 하는데 사회보단, 아... 우리 오빠 때도 엄청 많았다 그러는데 지금은 내가 뭐 들을 사람이 없으니까 몰랐네 안 그래도 주변에서 걍 다리 삐고 다친 거 민간병원에서 치료 받으면 끝나는 거 간부들이 안 보내줘서 억지로 군 병원 다니다 평생 다리 절고 다니고 그러는 형들 많아... 그건 그래 군대는 기사도 잘 안 나더라 ㅠㅠ 와 미쳤네... 아니 어린 나이에 끌려가는 것도 억울할 텐데 몸도 성치 못하면 진짜 억울할 듯 군대에 민간 병원을 그냥 설치를 해줘야 해 군인들 싸다고 막 쓰면 안되는데 그것도 걱정이야 가뜩이나 고생하는데 나는 무조건 휴가 써서 나갔어 근데 휴가도 또 마음대로 쓸 수 있는 게 아니지 않아? 우리 부대는 다치면 바로바로 내보내주긴 했음 그마저도 군 병원 가서 진단서 끊어와야지... 그건 그렇지 근데 지금 코로나라서 더 안될 듯 우선 군 병원을 한번 들르긴 해야 하구나? 무조건 들러서 의사 군인 소견서 떼와야 함 키키 뭔가 믿음이 부족해 군대 자체가 진짜 군대 안 가는 거 감사함... 돈 제대로 주고 제대로 대우해줬으면 간부들도 병사들 그렇게 진료해주진 않을 듯 키키 대학 선배 중에 저체중 갈려고 설사약 먹는 애 있었음",0
"와 그런 사람들 되게 많다더라. 근데 난 대학 안 가서 주변에 아저씨 뿐이라 몰라 대학교를 가야 세상 다양한 주변 사람들 많이 사귀지 왜 안 갔어 난 대학교 졸업장이 필수가 되어버린 이 사회가 슬프다 지금 고졸 무시하시는 건가요? 신고합니다 고졸 무시가 아니라 그래도 졸업장 따면 좋잖아 사회 나가서도... 내 세대가 특성화고가 활성화 됐다면 대학 안 갔을 듯 특성화고 공부 잘해야 하잖아. 못 가는겨 키키 우리 고딩 때 얘기야 *야... 아니 중딩 때부터 활성화 됐어야 특성화고를 생각해 보고 가지, 키키 아 맞네 고딩 때 얘기 나오면 어쩔겨 이미 학교 다니는데 그건 그렇지... 아 담주 학교 가네 개극혐 대면임 이제? 난 아직 비대면인데 니네는 대학원 갈 사람 없어? 대학원 갈 시간에 한 푼이라도 더 벌어 놔야지 대학원 학비가 비싸서 가고 싶어도 못 가 난 문과라 ㅠ 아 그래? 그냥 피폐해진 연구원이 있으면 그게 대학원생 아님? 근데 문과는 대학원 나오면 뭐해? 다 교수님 되는 건가 박사가 되지 ㅎ 우리는 연구실 이런 것도 없어 척척박사 생각나네 키키 박사 아니라고 신기하네 국문학과 박사 뭐 그런 건가 척척고졸이라구요 아직; 우리는 보통 박사 되거나 복지 연구소 같은데 감 와 너네 되게 학생 같고 멋지다 그것 또한 좋아 보이는 방법 같긴 하다 근데 졸업을 언제 할지 아무도 안 알려줌",0
"우리 집은 오빠도 나도 고졸이라 고졸이면 고학력임 오 고졸 출신에서 드디어 거물급 인재가 나오는 것인가 우리 아빠는 대졸이라 우리 다 대졸 만들려고 해 우리 집안의 고학력자인 나의 명예를 걸고 내가 뛰어난 사람이 돼주겠어 우리 부모님도 마인드가 옛날 사람이라 죽어도 대학가라 해서 내가 간 케이스... 키키 요즘 고졸도 다 잘살아 맞앙 내가 함 열심히 살아볼게,. 우리 또래는 고졸들이 돈 버니까 잘 사는 거지... 나중 되면 다 비슷할 듯 그건 맞아, 근데 금수저 애들은 죽어도 못 따라가 ㅎ 나도 마음 만은 금수저야. 우리 부모님이 나에게 무려 준건 금수저 내면 금수저네 부모님들은 정말 자식들 금 숫가락으로 밥을 먹일까? 개내도 밥은 쇠 숟가락으로 먹을 듯 ㅎ 키키 겁나 웃기넹 은수저로 먹어야지. 음식에 독 들어 있나 확인하려면 오 은수저가 건강엔 더 좋은 거 같아. 난 진짜 금수저 가족이 뭐하고 사는지 보고 싶다 우리 집? 그냥 뭐 다른 사람 사는 거랑 똑같아~ 겉보기엔 우리랑 다를 바 없긴 하더라 그런 애들 일부러 밖에서 그러라고 교육 받지 않았을까 어 맞아 그런 교육 받으면서 자라긴 했어 나도. 어디가서 자랑 질은 안 하는데 지네 집이 강남 어디에 있고 개인 연습실이 몇 개고 엄청 자랑하는 거 가끔 꼴 받음 근데 어캐 걔네 부모님이 잘 사는 걸... 부럽긴 하더라 너도 금수저 아니였나 *이 ㅎ 난 딱히 살면서 진짜 부러운 적이나 꼴 받은 적 한번도 없음... 만족스러워서 난 부잣집 자식들은 카톡도 대리 업무 시키지 않을까...? 키키 카톡을 왜 대리 업무 시켜 뭔 소리야",0
"근데 금수저들은 연애도 마음대로 못하잖아 ㅠ 아침 드라마에서 봤는데 금수저 만나려면 물싸대기 한번 맞어야 하던데? 오 그 정도 팬트하우스애들은 내가 아직 못 만나봤어! 난 몰래 만나서 돈 다발 좀 받아 보고 싶다 더 안주냐고 물어볼 거야 꼭 ㅠ 이 정도로 절 떼어 놓으시겠다구요? 하 키키  이 정도로? 전 댁 아드님이 결혼할 때도 애기가 초등학교 입학할 때도 따라갈 거에요. 싫으면 더 주세요 금수저랑 결혼하고 시달리느니 마음이 부자인 *이랑 살래 그냥 키키 *이가 마음 부자였어? 언제부터...? 몰랐네 빵빵한 편이야 내가 키키 근데 배풀 줄은 모름 괜찮아 그렇게 이기적이야 돈도 잘 모으고 하는 거지 키키 베풀 줄 모르는데 왜 부자죠 근데 왜 모은 돗 없는지 아는 사람 그거 다 애플이 배신 때려서 그래 나는 배신 안 해 ㅋㄲㄱ 애플이 왜 주식 떨어짐? 엥 안돼 나 애플 주식만 있어 뭐든 주식은 많이 가지면 좋은 거지 결혼 자금 모을려면 결혼 진짜 하고 싶은데 결혼은 현실인 듯 내 모든 자금을 결혼 자금으로 만드는 거야 ! 나도 지금 굳이 필요 없는 돈들 다 결혼 준비 자금이야... 얼마 모았냐 부럽다 난 0원 키키 난 해봐야 이백 안됐을 듯... 대학교 졸업 전에 2000만원 모으고 직장 다니면서 한 달 200씩 저축하면 결혼 30전에 할 수 있지 않을까? 한 달에 200을 넘게 벌 수 있나 한 달 200씩 저축이요...? 저 지금은 200을 못 벌어서... 실감이 안나요 대학교 졸업하면 그래도 250은 넘게 받던데... 이래서 결혼 준비가 힘든 거구나 세후가 중요하지, 월세 들어갈 수도 있고 내가 고졸이라 미안하다... 아 진짜 결혼은 망상인 것인가 내가 벌어올게 그냥 집안일만 잘 준비해 놔 키키 신부 수업 가즈아 ., 좋네",0
"난 집안일 잘 해. 동물 키워도 털 하나 안 날릴 자신 있어 아니 동물에 털 들어간 애들 안 키운다고 안 받아 나로 충분해 말티푸 말티푸 말티푸 너무 너무 너무 너무 키우고 싶어 진짜루, 하긴 운도 털 많이 날리기는 하는데... 날리는 게 아니라 다리털 많아서 한 거야. 아니 말티푸 200넘는데 말이 되냐 엥 정말요? 아 난 근데 동물들 돈 주고 사고 싶지는 않음 반려동물들 키우기에는 길들이기 쉽지 않지 않을까? 그건 맞음 ㅠ 유기견은 근데 다 시고르자브종이 많아 믹스들 우린 항상 길고양이 길강아지들 누가 버리고 가거나 죽어가는 애들 살려주고 자연스럽게 키우게 된 케이스들이었어서... 별 생각 없네 걔네도 다 생명들인데 들여서 키울 사람 있음 좋지. 근데 난 안타깝게도 아니야 품종 애들은 못 버리지 돈 아까워서, 근데 동물에 가치를 나누는 것도 짜증 남 나는 동물 없이 못살아 자기도 동물이라는 걸 항상 기억해주길 바래 그러게 우리도 동물처럼 살잖아 난 이미 짐승인 거 자각 하고 있고. 날 키워줄 동물이 필요해 사실 우리가 동물을 키운다기보단 우리를 키워줄 사람들을 찾는 게 나을 수도 있지 아 인정; 지금은 아직 엄마가 나 키워줌 감사합니다 난 너무 빨리 벗어나 버렸나 봐. 아직 우리 부모님도 나 잘 키워주심. 자주 가출을 해서 그렇지 키키 가출 무슨 일, 난 자취해도 엄빠가 키워주는 거나 다름없음 엄마 아빠의 개 키키 누가 보면 진짜 가출인 줄 알아... 혹시 어머니가 우리 강아지~ 하시지 않아? 그래도 집엔 알아서 잘 들어가... 우리 강쥐 엄마들 국룰 아니냐",0
"아 애덜앙 매번 말하는 거긴 한데 배드민턴 언제 쳐 주냐 오늘 술자리 가질 수도 있는데 파토 나면 오늘 치고 자잦 아니 피곤해 운동을 할 체력이 있어야지; 술자리요? 이 시간을 빌어서 통보하는 거야? 음 아까 전화 오긴 했는데 너무 급작스러워서 얘기를 못했네 하하 아 철봉 하고 싶다 철봉 그거 매달려서 한 바퀴 도는 거 해보고 싶어 내가 팔 근육이 없어서, ㅋ 그럼 오늘 하자 친구들 도와줄 테니까 돌아가기만 하면 되는 거지? 일단 철봉에 매달리는 것부터 빡세 철봉은 그냥 빨래 걸어두는 곳 아니냐 철봉에 왜 못 매달리는 거지... 악력부터 단련해야 하나 왜 매달려야 하는 건데, 힘들어 팔굽혀펴기도 못햐 중력이 존재하는데 왜 굳이 매달려서 떠있으려고 하는 거야? 거스르고자 하지 말고 조용히 배드민턴이나 치자 *이도 무릎 붙히고도 한 개도 힘들어 하하 중력을 거슬러야 강해지는 법 인정 자연을 거스르면 안되., 나는 그냥 배드민턴이나 칠래... 같이 칠 사람 역할만 해주라 배드민턴 그거 자기랑 치면 힘 빠져서 안돼... 배드민턴이 아니라 그냥 공 줍기 놀이야 원래 힘들수록 운동 되는 거 아님? 공 줍기 놀이 ㅇㅈ 키키 치는 시간보다 주우러 가는 시간이 더 길어 아니 의미가 퇴색 됐잖아요 아니 바닥에 떨어지지 않게 여기저기 뛰어다니면서 치면 되지 ㅠ 왜 나보고 앞으로만 치라고 해 ㅠㅠ 재미와 성취감 둘 다 잃을 바에 철봉 하면서 성취감이라도 쌓자... 코트라는 게 있잖아 코트 안으로 쳐야지 코트 안으로는 칠 걸...? 아 배드민턴 치자 ㅠㅠ 스파이더맨이라고 내 라켓 그거 부러질 때까지 안 보내 줄 거야 집에 아웃 할 때 마다 5만원씩 하면 잘 칠걸 ㅎ",0
